date,avg_sentiment
2018-09-07,0.5481916
2018-09-08,0.59763575
2018-09-09,0.64740986
2018-09-10,0.53400785
2018-09-11,0.54268205
2018-09-12,0.5955262
2018-09-13,0.48450994
2018-09-14,0.57940084
2018-09-15,0.6074988
2018-09-16,0.62067103
2018-09-17,0.5510179
2018-09-18,0.5789861
2018-09-19,0.5624141
2018-09-20,0.5775427
2018-09-21,0.60683304
2018-09-22,0.6661293
2018-09-23,0.68662083
2018-09-24,0.47945955
2018-09-25,0.5514533
2018-09-26,0.5563024
2018-09-27,0.66528344
2018-09-28,0.5855046
2018-09-29,0.67805225
2018-09-30,0.6588089
2018-10-01,0.56162935
2018-10-02,0.58207107
2018-10-03,0.5643796
2018-10-04,0.5760803
2018-10-05,0.6126234
2018-10-06,0.6631907
2018-10-07,0.64045024
2018-10-08,0.5895618
2018-10-09,0.5359084
2018-10-10,0.58950436
2018-10-11,0.5388809
2018-10-12,0.59166616
2018-10-13,0.6922974
2018-10-14,0.6421471
2018-10-15,0.50355434
2018-10-16,0.5577107
2018-10-17,0.62884885
2018-10-18,0.61228687
2018-10-19,0.5624021
2018-10-20,0.70305324
2018-10-21,0.6769968
2018-10-22,0.55848384
2018-10-23,0.58162946
2018-10-24,0.5531475
2018-10-25,0.629185
2018-10-26,0.54479223
2018-10-27,0.6242479
2018-10-28,0.68313885
2018-10-29,0.526615
2018-10-30,0.6036589
2018-10-31,0.5216928
2018-11-01,0.44346228
2018-11-02,0.4823066
2018-11-03,0.6166386
2018-11-04,0.61861193
2018-11-05,0.4978301
2018-11-06,0.55892605
2018-11-07,0.5402891
2018-11-08,0.55460495
2018-11-09,0.50266546
2018-11-10,0.5806731
2018-11-11,0.6755995
2018-11-12,0.45879158
2018-11-13,0.47925663
2018-11-14,0.5098899
2018-11-15,0.5170455
2018-11-16,0.50786746
2018-11-17,0.6368169
2018-11-18,0.6648331
2018-11-19,0.47431308
2018-11-20,0.51284426
2018-11-21,0.5064362
2018-11-22,0.57541037
2018-11-23,0.5304585
2018-11-24,0.5956499
2018-11-25,0.6628166
2018-11-26,0.48074782
2018-11-27,0.5232928
2018-11-28,0.49588203
2018-11-29,0.52560025
2018-11-30,0.5312984
2018-12-01,0.5330742
2018-12-02,0.58958167
2018-12-03,0.4510352
2018-12-04,0.523006
2018-12-05,0.5516133
2018-12-06,0.53673
2018-12-07,0.52563936
2018-12-08,0.6279994
2018-12-09,0.6157695
2018-12-10,0.46348023
2018-12-11,0.49007207
2018-12-12,0.5337109
2018-12-13,0.5017666
